# Multiplication encoding benchmark results
# Date: 2026-04-22T09:05:42+00:00
# Machine: Intel(R) Xeon(R) Platinum 8124M CPU @ 3.00GHz
# Memory: 68Gi
# OS: Ubuntu 24.04.4 LTS
# GCC: gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0
# CBMC: 6.8.0 (cbmc-6.8.0-238-ga9dec53064-dirty)
# Runs: 3 (median), Timeout: 120s, Memlimit: 5GB, Jobs: 8
# Solvers: CaDiCaL 3.0.0, MiniSat 2.2.1, CryptoMiniSat 5.11.21
# Mul encodings: shift-add dadda comba comba-cs
# Adder encodings: ripple brent-kung g-only
# MergeSat: available (cbmc)
# MergeSat: available (smt2_solver)
#
suite	solver	mul_enc	adder_enc	benchmark	time
Starting (smt2, jobs=8, runs=3, timeout=120s)...
# smt2 suite
  [333] cryptominisat/comba-cs+g-only/bf16_mul_comm = .236562
  [340] cadical/shift-add+brent-kung/bf16_mul_comm_v2 = 22.797217
  [336] cadical/shift-add+ripple/bf16_mul_comm_v2 = 22.929060
  [341] cryptominisat/shift-add+brent-kung/bf16_mul_comm_v2 = 51.271931
  [337] cryptominisat/shift-add+ripple/bf16_mul_comm_v2 = 51.351984
  [343] mergesat/shift-add+brent-kung/bf16_mul_comm_v2 = 86.631393
  [339] mergesat/shift-add+ripple/bf16_mul_comm_v2 = 85.956574
  [338] minisat/shift-add+ripple/bf16_mul_comm_v2 = T/O
  [342] minisat/shift-add+brent-kung/bf16_mul_comm_v2 = T/O
  [344] cadical/shift-add+g-only/bf16_mul_comm_v2 = 22.865233
  [348] cadical/dadda+ripple/bf16_mul_comm_v2 = 27.980974
  [345] cryptominisat/shift-add+g-only/bf16_mul_comm_v2 = 51.384647
  [349] cryptominisat/dadda+ripple/bf16_mul_comm_v2 = 57.835478
  [347] mergesat/shift-add+g-only/bf16_mul_comm_v2 = 86.583433
  [350] minisat/dadda+ripple/bf16_mul_comm_v2 = 89.621089
  [351] mergesat/dadda+ripple/bf16_mul_comm_v2 = 108.595685
  [346] minisat/shift-add+g-only/bf16_mul_comm_v2 = T/O
  [356] cadical/dadda+g-only/bf16_mul_comm_v2 = 27.892932
  [352] cadical/dadda+brent-kung/bf16_mul_comm_v2 = 27.926345
  [357] cryptominisat/dadda+g-only/bf16_mul_comm_v2 = 58.598716
  [353] cryptominisat/dadda+brent-kung/bf16_mul_comm_v2 = 58.866503
  [354] minisat/dadda+brent-kung/bf16_mul_comm_v2 = 89.649915
  [358] minisat/dadda+g-only/bf16_mul_comm_v2 = 89.699249
  [359] mergesat/dadda+g-only/bf16_mul_comm_v2 = 110.068379
  [355] mergesat/dadda+brent-kung/bf16_mul_comm_v2 = 110.881880
  [360] cadical/comba+ripple/bf16_mul_comm_v2 = 10.585161
  [364] cadical/comba+brent-kung/bf16_mul_comm_v2 = 10.587547
  [365] cryptominisat/comba+brent-kung/bf16_mul_comm_v2 = 42.546276
  [361] cryptominisat/comba+ripple/bf16_mul_comm_v2 = 42.550413
  [366] minisat/comba+brent-kung/bf16_mul_comm_v2 = T/O
  [362] minisat/comba+ripple/bf16_mul_comm_v2 = T/O
  [363] mergesat/comba+ripple/bf16_mul_comm_v2 = T/O
  [367] mergesat/comba+brent-kung/bf16_mul_comm_v2 = T/O
  [368] cadical/comba+g-only/bf16_mul_comm_v2 = 10.608800
  [372] cadical/comba-cs+ripple/bf16_mul_comm_v2 = 11.176149
  [369] cryptominisat/comba+g-only/bf16_mul_comm_v2 = 42.373249
  [373] cryptominisat/comba-cs+ripple/bf16_mul_comm_v2 = 48.289205
  [375] mergesat/comba-cs+ripple/bf16_mul_comm_v2 = 118.557100
  [370] minisat/comba+g-only/bf16_mul_comm_v2 = T/O
  [374] minisat/comba-cs+ripple/bf16_mul_comm_v2 = T/O
  [371] mergesat/comba+g-only/bf16_mul_comm_v2 = T/O
  [380] cadical/comba-cs+g-only/bf16_mul_comm_v2 = 11.166050
  [376] cadical/comba-cs+brent-kung/bf16_mul_comm_v2 = 11.203537
  [381] cryptominisat/comba-cs+g-only/bf16_mul_comm_v2 = 48.667565
  [377] cryptominisat/comba-cs+brent-kung/bf16_mul_comm_v2 = 48.609554
  [383] mergesat/comba-cs+g-only/bf16_mul_comm_v2 = 118.952461
  [379] mergesat/comba-cs+brent-kung/bf16_mul_comm_v2 = 119.694567
